length,fold,representation,representation_label,n_features,macro_f1,accuracy
150,4,candidate_cpkm_replace,CPKM replace (222D),222,0.7087051789938038,0.7222222222222222
150,5,candidate_cpkm_replace,CPKM replace (222D),222,0.6742952630049404,0.6851851851851852
150,1,candidate_pkm_augment,PKM augmentation screen (297D),297,0.6297979797979798,0.6349206349206349
150,2,candidate_pkm_augment,PKM augmentation screen (297D),297,0.7640350877192983,0.7777777777777778
150,3,candidate_pkm_augment,PKM augmentation screen (297D),297,0.7024882024882025,0.7037037037037037
150,4,candidate_pkm_augment,PKM augmentation screen (297D),297,0.7605538230538231,0.7592592592592593
150,5,candidate_pkm_augment,PKM augmentation screen (297D),297,0.5175427155341072,0.5185185185185185
150,1,candidate_cpkm_augment,CPKM augmentation screen (297D),297,0.7797101449275363,0.7777777777777778
150,2,candidate_cpkm_augment,CPKM augmentation screen (297D),297,0.7129702479820498,0.7222222222222222
150,3,candidate_cpkm_augment,CPKM augmentation screen (297D),297,0.7329162066004171,0.7592592592592593
150,4,candidate_cpkm_augment,CPKM augmentation screen (297D),297,0.6916111618997866,0.7037037037037037
150,5,candidate_cpkm_augment,CPKM augmentation screen (297D),297,0.6742952630049404,0.6851851851851852
150,1,candidate_dual_augment,PKM-CPKM upper screen (372D),372,0.7645095645095644,0.7619047619047619
150,2,candidate_dual_augment,PKM-CPKM upper screen (372D),372,0.7640350877192983,0.7777777777777778
150,3,candidate_dual_augment,PKM-CPKM upper screen (372D),372,0.7343137254901961,0.7407407407407407
150,4,candidate_dual_augment,PKM-CPKM upper screen (372D),372,0.7145817145817146,0.7222222222222222
150,5,candidate_dual_augment,PKM-CPKM upper screen (372D),372,0.5859815190443993,0.5925925925925926
