representation,n_cells,paired_cosine_mean_mean,paired_cosine_mean_ci95_low,paired_cosine_mean_ci95_high,l2_delta_mean_mean,l2_delta_mean_ci95_low,l2_delta_mean_ci95_high,retrieval_top1_mean,retrieval_top1_ci95_low,retrieval_top1_ci95_high,median_features,mean_density,representation_label,paired cosine (95% CI),L2 drift (95% CI),top-1 retrieval (95% CI)
ckmer5_count_l2,36,0.9509966558230885,0.9407463335479828,0.9605916900099997,0.27806850062374583,0.24307992453474447,0.3145438071351888,0.9998611111111112,0.9996527777777777,1.0,512.0,0.19578572591145832,canonical 5-mer,"0.951 [0.941, 0.961]","0.278 [0.243, 0.315]","1.000 [1.000, 1.000]"
ckmer7_count_l2,36,0.9153646937735055,0.8996735828362695,0.931112965923328,0.36716781114613284,0.32467627555771283,0.41315754201192934,0.9998611111111112,0.9996527777777777,1.0,7856.0,0.015361980952024326,canonical 7-mer,"0.915 [0.900, 0.931]","0.367 [0.325, 0.413]","1.000 [1.000, 1.000]"
cspaced_count_l2,36,0.9670342771972107,0.9586431638284679,0.9741012516034969,0.22444388227462111,0.19576650144970312,0.2562663494174091,0.9999305555555557,0.9997916666666666,1.0,136.0,0.5150334456699346,canonical spaced count,"0.967 [0.959, 0.974]","0.224 [0.196, 0.256]","1.000 [1.000, 1.000]"
cspaced_property_l2,36,0.9959450391016227,0.9949859957552831,0.9968830280140895,0.07882139759321628,0.06795842406172972,0.09030819314694018,1.0,1.0,1.0,147.0,0.5456545256991685,CSP,"0.996 [0.995, 0.997]","0.079 [0.068, 0.090]","1.000 [1.000, 1.000]"
hybrid_ckmer5_csp,36,0.973470847462355,0.9680264091098854,0.9785895261637721,0.20453186473143378,0.18035999317268733,0.22983064789199,1.0,1.0,1.0,659.0,0.273829297336031,canonical 5-mer + CSP,"0.973 [0.968, 0.979]","0.205 [0.180, 0.230]","1.000 [1.000, 1.000]"
minhash_k5_s128,36,0.9513842319191755,0.942356119872029,0.9598423853286,0.26602375906895726,0.23355019065865548,0.30021322854520477,0.9995833333333333,0.9991666666666666,0.9998628472222223,128.0,1.0,"MinHash k=5, s=128","0.951 [0.942, 0.960]","0.266 [0.234, 0.300]","1.000 [0.999, 1.000]"
minhash_k7_s128,36,0.9247283756408157,0.9113653612105866,0.9374762953267687,0.3381674510959478,0.3003848268485851,0.38080381044229905,0.9990972222222223,0.9984027777777779,0.9997222222222223,128.0,1.0,"MinHash k=7, s=128","0.925 [0.911, 0.937]","0.338 [0.300, 0.381]","0.999 [0.998, 1.000]"
eiip_l2,36,0.9882346691619538,0.9851417966262025,0.991124848464637,0.1288945291509881,0.10456039617316241,0.15086662311811502,0.9431944444444444,0.9005555555555556,0.9795850694444447,112.5,0.9910218850644122,EIIP positional signal,"0.988 [0.985, 0.991]","0.129 [0.105, 0.151]","0.943 [0.901, 0.980]"
eiip_summary_l2,36,0.9791992218042311,0.9694806859635144,0.9879254667970978,0.13922991427371156,0.09271343813865297,0.1847585778502537,0.14847222222222223,0.08152430555555557,0.22070659722222216,8.0,1.0,EIIP summary,"0.979 [0.969, 0.988]","0.139 [0.093, 0.185]","0.148 [0.082, 0.221]"
